0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768, 832, 896, 960, 1024, 1088, 1152, 1216, 1280, 1344, 1408, 1472, 1536, 1600, 1664, 1728, 1792, 1856, 1920, 1984, 2048, 2112, 2176, 2240, 2304, 2368, 2432, 2496, 2560, 2624, 2688, 2752, 2816, 2880, 2944, 3008, 3072, 3136, 3200, 3264, 3328, 3392, 3456, 3520, 3584, 3648, 3712, 3776, 3840, 3904, 3968, 4032, 4096, 4160, 4224, 4288, 4352, 4416, 4480, 4544, 4608, 4672, 4736, 4800, 4864, 4928, 4992, 5056, 5120, 5184, 5248, 5312, 5376, 5440, 5504, 5568, 5632, 5696, 5760, 5824, 5888, 5952, 6016, 6080, 6144, 6208, 6272, 6336, 6400, 6464, 6528, 6592, 6656, 6720, 6784, 6848, 6912, 6976, 7040, 7104, 7168, 7232, 7296, 7360, 7424, 7488, 7552, 7616, 7680, 7744, 7808, 7872, 7936, 8000, 8064, 8128, 
14931, 54854, 141756, 598402, 1008041, 331923, 186569, 135146, 107726, 90369, 78263, 69278, 62312, 56734, 52161, 48336, 45086, 42293, 39859, 37728, 35839, 34160, 32651, 31295, 30078, 28955, 27942, 27014, 26160, 25378, 24648, 23987, 23372, 22799, 22268, 21777, 21317, 20889, 20492, 20128, 19776, 19452, 19152, 18876, 18612, 18374, 18138, 17937, 17749, 17567, 17405, 17235, 17103, 16997, 16895, 16765, 16621, 16495, 16391, 15649, 22915, 13192, 16024, 16186, 16211, 16186, 16024, 13192, 22915, 15649, 16391, 16495, 16621, 16765, 16895, 16997, 17103, 17235, 17405, 17567, 17749, 17937, 18138, 18374, 18612, 18876, 19152, 19452, 19776, 20128, 20492, 20889, 21317, 21777, 22268, 22799, 23372, 23987, 24648, 25378, 26160, 27014, 27942, 28955, 30078, 31295, 32651, 34160, 35839, 37728, 39859, 42293, 45086, 48336, 52161, 56734, 62312, 69278, 78263, 90369, 107726, 135146, 186569, 331923, 1008041, 598402, 141756, 54854, 
